feature,row_count,ticker_count,date_count,numeric_count,missing_fraction
bop_current_account_expenditure_sa,208,0,104,208,0.9776536312849162
bop_current_account_revenue_sa,208,0,104,208,0.9776536312849162
bop_goods_balance_revenue_minus_expenditure_sa,208,0,104,208,0.9776536312849162
bop_goods_expenditure_sa,208,0,104,208,0.9776536312849162
bop_goods_revenue_sa,208,0,104,208,0.9776536312849162
bop_primary_income_balance_revenue_minus_expenditure_sa,208,0,104,208,0.9776536312849162
bop_primary_income_expenditure_sa,208,0,104,208,0.9776536312849162
bop_primary_income_revenue_sa,208,0,104,208,0.9776536312849162
bop_secondary_income_balance_revenue_minus_expenditure_sa,208,0,104,208,0.9776536312849162
bop_secondary_income_expenditure_sa,208,0,104,208,0.9776536312849162
bop_secondary_income_revenue_sa,208,0,104,208,0.9776536312849162
bop_services_balance_revenue_minus_expenditure_sa,208,0,104,208,0.9776536312849162
bop_services_expenditure_sa,208,0,104,208,0.9776536312849162
bop_services_revenue_sa,208,0,104,208,0.9776536312849162
nz_labor_population_age15_plus_female,203,0,29,203,0.9937688010313709
nz_labor_population_age15_plus_male,203,0,29,203,0.9937688010313709
nz_labor_population_age15_plus_total,203,0,29,203,0.9937688010313709
nz_labor_population_age15to64_female,203,0,29,203,0.9937688010313709
nz_labor_population_age15to64_male,203,0,29,203,0.9937688010313709
nz_labor_population_age15to64_total,203,0,29,203,0.9937688010313709
nz_labor_employment_age15_plus_female,196,0,28,196,0.9939836699613236
nz_labor_employment_age15_plus_male,196,0,28,196,0.9939836699613236
nz_labor_employment_age15_plus_total,196,0,28,196,0.9939836699613236
nz_labor_employment_pop_ratio_age15_plus_female,196,0,28,196,0.9939836699613236
nz_labor_employment_pop_ratio_age15_plus_male,196,0,28,196,0.9939836699613236
nz_labor_employment_pop_ratio_age15_plus_total,196,0,28,196,0.9939836699613236
nz_labor_employment_pop_ratio_gap_age15_plus_male,196,0,28,196,0.9939836699613236
nz_labor_labor_force_age15_plus_female,196,0,28,196,0.9939836699613236
nz_labor_labor_force_age15_plus_male,196,0,28,196,0.9939836699613236
nz_labor_labor_force_age15_plus_total,196,0,28,196,0.9939836699613236
nz_labor_labor_force_age15to24_male,196,0,28,196,0.9939836699613236
nz_labor_lfparticipation_gap_age15_plus_male,196,0,28,196,0.9939836699613236
nz_labor_lfparticipation_rate_age15_plus_female,196,0,28,196,0.9939836699613236
nz_labor_lfparticipation_rate_age15_plus_male,196,0,28,196,0.9939836699613236
nz_labor_lfparticipation_rate_age15_plus_total,196,0,28,196,0.9939836699613236
nz_labor_unemployment_age15_plus_female,196,0,28,196,0.9939836699613236
nz_labor_unemployment_age15_plus_male,196,0,28,196,0.9939836699613236
nz_labor_unemployment_age15_plus_total,196,0,28,196,0.9939836699613236
nz_labor_unemployment_rate_age15_plus_female,196,0,28,196,0.9939836699613236
nz_labor_unemployment_rate_age15_plus_male,196,0,28,196,0.9939836699613236
nz_labor_unemployment_rate_age15_plus_total,196,0,28,196,0.9939836699613236
nz_labor_youth_unemployment_ratio_age15_plus_male,196,0,28,196,0.9939836699613236
annual_selling_and_marketing_expense,179,54,34,179,0.9997175970188342
annual_other_gand_a,169,54,28,169,0.9997333737216927
annual_total_unusual_items,155,60,29,155,0.9997554611056945
annual_total_unusual_items_excluding_goodwill,155,60,29,155,0.9997554611056945
annual_special_income_charges,153,60,29,153,0.9997586164462662
nz_labor_employment_age15to64_female,152,0,26,152,0.994413407821229
nz_labor_employment_age15to64_male,152,0,26,152,0.994413407821229
nz_labor_employment_age15to64_total,152,0,26,152,0.994413407821229
nz_labor_employment_pop_ratio_age15to64_female,152,0,26,152,0.994413407821229
nz_labor_employment_pop_ratio_age15to64_male,152,0,26,152,0.994413407821229
nz_labor_employment_pop_ratio_age15to64_total,152,0,26,152,0.994413407821229
nz_labor_employment_pop_ratio_gap_age15to64_male,152,0,26,152,0.994413407821229
nz_labor_labor_force_age15to64_female,152,0,26,152,0.994413407821229
nz_labor_labor_force_age15to64_male,152,0,26,152,0.994413407821229
nz_labor_labor_force_age15to64_total,152,0,26,152,0.994413407821229
nz_labor_lfparticipation_gap_age15to64_male,152,0,26,152,0.994413407821229
nz_labor_lfparticipation_rate_age15to64_female,152,0,26,152,0.994413407821229
nz_labor_lfparticipation_rate_age15to64_male,152,0,26,152,0.994413407821229
nz_labor_lfparticipation_rate_age15to64_total,152,0,26,152,0.994413407821229
nz_labor_unemployment_age15to64_female,152,0,26,152,0.994413407821229
nz_labor_unemployment_age15to64_male,152,0,26,152,0.994413407821229
nz_labor_unemployment_age15to64_total,152,0,26,152,0.994413407821229
nz_labor_unemployment_rate_age15to64_female,152,0,26,152,0.994413407821229
nz_labor_unemployment_rate_age15to64_male,152,0,26,152,0.994413407821229
nz_labor_unemployment_rate_age15to64_total,152,0,26,152,0.994413407821229
nz_labor_youth_unemployment_ratio_age15to64_male,152,0,26,152,0.994413407821229
trailing_net_income_from_continuing_and_discontinued_operation,116,101,17,116,0.9998169902468423
trailing_net_income_including_noncontrolling_interests,116,101,17,116,0.9998169902468423
trailing_tax_provision,116,101,16,116,0.9998169902468423
trailing_normalized_income,115,101,18,115,0.9998185679171281
trailing_tax_rate_for_calcs,115,101,16,115,0.9998185679171281
trailing_net_income,114,101,15,114,0.9998201455874139
trailing_net_income_common_stockholders,114,101,14,114,0.9998201455874139
trailing_net_income_from_continuing_operation_net_minority_interest,114,101,16,114,0.9998201455874139
nz_labor_unemployment_rate_not_worked_age15_plus_male,113,0,28,113,0.9939836699613236
trailing_interest_income,113,90,18,113,0.9998217232576998
trailing_net_income_continuous_operations,113,101,15,113,0.9998217232576998
trailing_net_interest_income,113,100,16,113,0.9998217232576998
trailing_selling_general_and_administration,113,96,20,113,0.9998217232576998
trailing_tax_effect_of_unusual_items,113,101,15,113,0.9998217232576998
trailing_general_and_administrative_expense,109,91,21,109,0.9998280339388432
trailing_total_revenue,109,98,17,109,0.9998280339388432
trailing_normalized_ebitda,106,92,16,106,0.9998327669497007
annual_impairment_of_capital_assets,104,48,21,104,0.9998359222902724
bop_capital_account_balance_revenue_minus_expenditure_sa,104,0,104,104,0.9776536312849162
bop_capital_account_expenditure_sa,104,0,104,104,0.9776536312849162
bop_capital_account_revenue_sa,104,0,104,104,0.9776536312849162
bop_goods_acquired_under_merchanting_balance_revenue_minus_expenditure_sa,104,0,104,104,0.9776536312849162
bop_goods_acquired_under_merchanting_revenue_sa,104,0,104,104,0.9776536312849162
bop_goods_sold_under_merchanting_balance_revenue_minus_expenditure_sa,104,0,104,104,0.9776536312849162
bop_goods_sold_under_merchanting_revenue_sa,104,0,104,104,0.9776536312849162
bop_net_exports_of_goods_under_merchanting_balance_revenue_minus_expenditure_sa,104,0,104,104,0.9776536312849162
bop_net_exports_of_goods_under_merchanting_revenue_sa,104,0,104,104,0.9776536312849162
trailing_ebitda,104,92,15,104,0.9998359222902724
bop_direct_investment_assets_or_net_acquisition_of_assets_sa,103,0,103,103,0.9778685002148689
bop_direct_investment_liabilities_or_net_incurrence_of_liabilities_sa,103,0,103,103,0.9778685002148689
bop_direct_investment_net_assets_minus_liabilities_sa,103,0,103,103,0.9778685002148689
bop_financial_account_assets_or_net_acquisition_of_assets_sa,103,0,103,103,0.9778685002148689
bop_financial_account_liabilities_or_net_incurrence_of_liabilities_sa,103,0,103,103,0.9778685002148689
bop_financial_account_net_assets_minus_liabilities_sa,103,0,103,103,0.9778685002148689
bop_financial_derivatives_net_assets_minus_liabilities_sa,103,0,103,103,0.9778685002148689
bop_net_errors_and_omissions_net_assets_minus_liabilities_sa,103,0,103,103,0.9778685002148689
bop_other_investment_assets_or_net_acquisition_of_assets_sa,103,0,103,103,0.9778685002148689
bop_other_investment_liabilities_or_net_incurrence_of_liabilities_sa,103,0,103,103,0.9778685002148689
