feature,observation_dates,series_count,gap_count,median_gap_days,gap_p90_days,max_gap_days,irregularity_ratio,frequency_label
iron_ore_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
iron_ore_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
kiwifruit_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
kiwifruit_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
kiwifruit_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
lamb_and_mutton_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
lamb_and_mutton_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
lamb_and_mutton_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
layoff_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
layoff_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
layoff_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
lithium_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
lithium_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
lithium_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
long_term_interest_rates,674,1,673,31.0,31.0,61.0,0.04625892703921726,monthly_or_slower
low,16546,140,590136,1.0,3.0,29.0,0.9255267568153958,daily
machine_learning_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
machine_learning_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
machine_learning_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
market_correction_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
market_correction_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
market_correction_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
milk_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
milk_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
milk_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
monetary_policy_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
monetary_policy_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
monetary_policy_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
mortgage_loan_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
mortgage_loan_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
mortgage_loan_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
national_debt_of_the_united_states_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
national_debt_of_the_united_states_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
national_debt_of_the_united_states_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
natural_gas_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
natural_gas_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
natural_gas_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
new_registrations_goods_road_motor_vehicles,221,1,220,31.0,31.0,91.0,0.1339263631922611,monthly_or_slower
new_registrations_passenger_cars,61,1,60,31.0,31.0,31.0,0.02657893998775973,monthly_or_slower
new_zealand_dollar_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
new_zealand_dollar_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
new_zealand_dollar_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
new_zealand_stock_exchange_wiki_views,3798,1,3797,1.0,1.0,4.0,0.21000942686565674,daily
new_zealand_stock_exchange_wiki_views_desktop,3798,1,3797,1.0,1.0,4.0,0.21000942686565674,daily
new_zealand_stock_exchange_wiki_views_mobile,3798,1,3797,1.0,1.0,4.0,0.21000942686565674,daily
nz_labor_employment_age15_plus_female,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_employment_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_employment_age15_plus_total,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_employment_age15to24_male,17,1,16,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_employment_age15to64_female,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_employment_age15to64_male,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_employment_age15to64_total,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_employment_pop_ratio_age15_plus_female,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_employment_pop_ratio_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_employment_pop_ratio_age15_plus_total,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_employment_pop_ratio_age15to64_female,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_employment_pop_ratio_age15to64_male,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_employment_pop_ratio_age15to64_total,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_employment_pop_ratio_gap_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_employment_pop_ratio_gap_age15to64_male,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_labor_force_age15_plus_female,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_labor_force_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_labor_force_age15_plus_total,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_labor_force_age15to24_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_labor_force_age15to64_female,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_labor_force_age15to64_male,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_labor_force_age15to64_total,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_lfparticipation_gap_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_lfparticipation_gap_age15to64_male,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_lfparticipation_rate_age15_plus_female,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_lfparticipation_rate_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_lfparticipation_rate_age15_plus_total,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_lfparticipation_rate_age15to64_female,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_lfparticipation_rate_age15to64_male,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_lfparticipation_rate_age15to64_total,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_population_age15_plus_female,29,1,28,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_population_age15_plus_male,29,1,28,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_population_age15_plus_total,29,1,28,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_population_age15to24_female,30,1,29,365.0,366.0,366.0,0.0012245140667752218,quarterly_or_slower
nz_labor_population_age15to24_male,30,1,29,365.0,366.0,366.0,0.0012245140667752218,quarterly_or_slower
nz_labor_population_age15to24_total,30,1,29,365.0,366.0,366.0,0.0012245140667752218,quarterly_or_slower
nz_labor_population_age15to64_female,29,1,28,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_population_age15to64_male,29,1,28,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_population_age15to64_total,29,1,28,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_income_tax_rate_percentage_of_gross_wage_earnings_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_income_tax_rate_percentage_of_gross_wage_earnings_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_income_tax_rate_percentage_of_gross_wage_earnings_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_income_tax_rate_percentage_of_gross_wage_earnings_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_rate_of_employees'_social_security_contributions_percentage_of_gross_wage_earnings_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_rate_of_employees'_social_security_contributions_percentage_of_gross_wage_earnings_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_rate_of_employees'_social_security_contributions_percentage_of_gross_wage_earnings_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_rate_of_employees'_social_security_contributions_percentage_of_gross_wage_earnings_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_rate_of_employer's_social_security_contributions_percentage_of_gross_wage_earnings_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_rate_of_employer's_social_security_contributions_percentage_of_gross_wage_earnings_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_rate_of_employer's_social_security_contributions_percentage_of_gross_wage_earnings_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_rate_of_employer's_social_security_contributions_percentage_of_gross_wage_earnings_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_tax_wedge_percentage_of_labour_costs_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_tax_wedge_percentage_of_labour_costs_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_tax_wedge_percentage_of_labour_costs_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_average_tax_wedge_percentage_of_labour_costs_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_basic_tax_credit_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_basic_tax_credit_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_basic_tax_credit_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_basic_tax_credit_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_for_two_children_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_for_two_children_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_for_two_children_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_for_two_children_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_from_general_government_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_from_general_government_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_from_general_government_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_from_general_government_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_percentage_of_labour_costs_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_percentage_of_labour_costs_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_percentage_of_labour_costs_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_cash_transfers_percentage_of_labour_costs_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_income_tax_finally_paid_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_income_tax_finally_paid_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_income_tax_finally_paid_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_income_tax_finally_paid_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_income_tax_liability_exclusive_of_tax_credits_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_income_tax_liability_exclusive_of_tax_credits_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_income_tax_liability_exclusive_of_tax_credits_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_income_tax_liability_exclusive_of_tax_credits_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_taxable_income_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_taxable_income_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_taxable_income_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_central_government_taxable_income_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employee_social_security_contributions_percentage_of_labour_costs_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employee_social_security_contributions_percentage_of_labour_costs_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employee_social_security_contributions_percentage_of_labour_costs_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employee_social_security_contributions_percentage_of_labour_costs_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employees'_compulsory_social_security_contributions_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employees'_compulsory_social_security_contributions_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employees'_compulsory_social_security_contributions_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employees'_compulsory_social_security_contributions_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employees'_compulsory_social_security_contributions_payable_on_gross_earnings_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employees'_compulsory_social_security_contributions_payable_on_gross_earnings_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employees'_compulsory_social_security_contributions_payable_on_gross_earnings_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employees'_compulsory_social_security_contributions_payable_on_gross_earnings_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employer_social_security_contributions_percentage_of_labour_costs_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employer_social_security_contributions_percentage_of_labour_costs_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employer_social_security_contributions_percentage_of_labour_costs_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employer_social_security_contributions_percentage_of_labour_costs_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employers'_compulsory_social_security_contributions_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employers'_compulsory_social_security_contributions_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employers'_compulsory_social_security_contributions_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_employers'_compulsory_social_security_contributions_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_gross_earnings_before_taxes_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_gross_earnings_before_taxes_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_gross_earnings_before_taxes_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_gross_earnings_before_taxes_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_income_tax_percentage_of_labour_costs_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_income_tax_percentage_of_labour_costs_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_income_tax_percentage_of_labour_costs_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_income_tax_percentage_of_labour_costs_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_labour_costs_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_labour_costs_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_labour_costs_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_labour_costs_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_marginal_tax_wedge_of_the_principal_earner_percentage_of_labour_costs_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_marginal_tax_wedge_of_the_principal_earner_percentage_of_labour_costs_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_marginal_tax_wedge_of_the_principal_earner_percentage_of_labour_costs_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_marginal_tax_wedge_of_the_principal_earner_percentage_of_labour_costs_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_net_personal_average_tax_rate_percentage_of_gross_wage_earnings_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_net_personal_average_tax_rate_percentage_of_gross_wage_earnings_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_net_personal_average_tax_rate_percentage_of_gross_wage_earnings_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_net_personal_average_tax_rate_percentage_of_gross_wage_earnings_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_net_personal_marginal_tax_rate_of_the_principal_earner_percentage_of_gross_wage_earnings_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_net_personal_marginal_tax_rate_of_the_principal_earner_percentage_of_gross_wage_earnings_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_net_personal_marginal_tax_rate_of_the_principal_earner_percentage_of_gross_wage_earnings_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_net_personal_marginal_tax_rate_of_the_principal_earner_percentage_of_gross_wage_earnings_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_standard_tax_allowances_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_standard_tax_allowances_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_standard_tax_allowances_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_standard_tax_allowances_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_state_and_local_taxes_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_state_and_local_taxes_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_state_and_local_taxes_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_state_and_local_taxes_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_take_home_pay_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_take_home_pay_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_take_home_pay_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_take_home_pay_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_tax_credits_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_tax_credits_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_tax_credits_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_tax_credits_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_tax_credits_or_cash_transfers_included_in_taxable_income_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_tax_credits_or_cash_transfers_included_in_taxable_income_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_tax_credits_or_cash_transfers_included_in_taxable_income_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_tax_credits_or_cash_transfers_included_in_taxable_income_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_total_payments_to_general_government_national_currency_single_person_2_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_total_payments_to_general_government_national_currency_single_person_no_children_100%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_total_payments_to_general_government_national_currency_single_person_no_children_167%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_tax_total_payments_to_general_government_national_currency_single_person_no_children_67%_of_average_wage,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_labor_unemployment_age15_plus_female,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
