feature,observation_dates,series_count,gap_count,median_gap_days,gap_p90_days,max_gap_days,irregularity_ratio,frequency_label
nz_labor_unemployment_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_unemployment_age15_plus_total,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_unemployment_age15to24_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_unemployment_age15to64_female,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_unemployment_age15to64_male,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_unemployment_age15to64_total,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_unemployment_not_worked_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_unemployment_rate_age15_plus_female,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_unemployment_rate_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_unemployment_rate_age15_plus_total,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_unemployment_rate_age15to64_female,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_unemployment_rate_age15to64_male,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_unemployment_rate_age15to64_total,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_labor_unemployment_rate_not_worked_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_youth_unemployment_ratio_age15_plus_male,28,1,27,365.0,366.0,366.0,0.0012006250194012413,quarterly_or_slower
nz_labor_youth_unemployment_ratio_age15to64_male,26,1,25,365.0,366.0,366.0,0.001230133935377734,quarterly_or_slower
nz_pensions_assets_overseas_issued_by_entities_located_abroad_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_assets_overseas_issued_by_entities_located_abroad_percentage_change,10,1,9,365.0,366.0,366.0,0.0011390129031275315,quarterly_or_slower
nz_pensions_assets_overseas_issued_by_entities_located_abroad_percentage_of_assets,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_assets_overseas_issued_by_entities_located_abroad_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_bills_and_bonds_issued_by_entities_located_abroad_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_bills_and_bonds_issued_by_entities_located_abroad_percentage_change,9,1,8,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_pensions_bills_and_bonds_issued_by_entities_located_abroad_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_bills_and_bonds_issued_by_public_and_private_sector_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_bills_and_bonds_issued_by_public_and_private_sector_percentage_change,10,1,9,365.0,366.0,366.0,0.0011390129031275315,quarterly_or_slower
nz_pensions_bills_and_bonds_issued_by_public_and_private_sector_percentage_of_assets,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_bills_and_bonds_issued_by_public_and_private_sector_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_bonds_issued_by_the_private_sector_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_bonds_issued_by_the_private_sector_percentage_change,10,1,9,365.0,366.0,366.0,0.0011390129031275315,quarterly_or_slower
nz_pensions_bonds_issued_by_the_private_sector_percentage_of_bond_holdings,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_bonds_issued_by_the_private_sector_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_cash_and_deposits_in_entities_located_abroad_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_cash_and_deposits_in_entities_located_abroad_percentage_change,10,1,9,365.0,366.0,366.0,0.0011390129031275315,quarterly_or_slower
nz_pensions_cash_and_deposits_in_entities_located_abroad_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_cash_and_deposits_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_cash_and_deposits_percentage_change,10,1,9,365.0,366.0,366.0,0.0011390129031275315,quarterly_or_slower
nz_pensions_cash_and_deposits_percentage_of_assets,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_cash_and_deposits_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_equity_issued_by_entities_located_abroad_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_equity_issued_by_entities_located_abroad_percentage_change,9,1,8,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_pensions_equity_issued_by_entities_located_abroad_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_equity_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_equity_percentage_change,10,1,9,365.0,366.0,366.0,0.0011390129031275315,quarterly_or_slower
nz_pensions_equity_percentage_of_assets,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_equity_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_investment_national_currency,24,1,23,365.0,366.0,366.0,0.0011300575319243761,quarterly_or_slower
nz_pensions_investment_percentage_change,23,1,22,365.0,366.0,366.0,0.0011481375413814308,quarterly_or_slower
nz_pensions_investment_percentage_of_gdp,24,1,23,365.0,366.0,366.0,0.0011300575319243761,quarterly_or_slower
nz_pensions_investment_us_dollar,24,1,23,365.0,366.0,366.0,0.0011300575319243761,quarterly_or_slower
nz_pensions_listed_equity_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_listed_equity_percentage_of_equity_holdings,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_listed_equity_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_loans_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_loans_percentage_change,10,1,9,365.0,366.0,366.0,0.0011390129031275315,quarterly_or_slower
nz_pensions_loans_percentage_of_assets,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_loans_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_mutual_funds_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_mutual_funds_percentage_change,10,1,9,365.0,366.0,366.0,0.0011390129031275315,quarterly_or_slower
nz_pensions_mutual_funds_percentage_of_assets,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_mutual_funds_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_unlisted_equity_national_currency,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_unlisted_equity_percentage_of_equity_holdings,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_pensions_unlisted_equity_us_dollar,11,1,10,365.0,366.0,366.0,0.0010958904109589042,quarterly_or_slower
nz_road_fatalities_monthly,383,1,382,31.0,31.0,31.0,0.026303695536518356,monthly_or_slower
nz_tax_other_taxes_central_government_national_currency,18,1,17,365.0,366.0,1095.0,0.47042848281311456,quarterly_or_slower
nz_tax_other_taxes_central_government_percentage_of_gdp,18,1,17,365.0,366.0,1095.0,0.47042848281311456,quarterly_or_slower
nz_tax_other_taxes_central_government_percentage_of_revenues_in_the_same_institutional_sector,18,1,17,365.0,366.0,1095.0,0.47042848281311456,quarterly_or_slower
nz_tax_other_taxes_central_government_us_dollar,18,1,17,365.0,366.0,1095.0,0.47042848281311456,quarterly_or_slower
nz_tax_other_taxes_general_government_national_currency,18,1,17,365.0,366.0,1095.0,0.47042848281311456,quarterly_or_slower
nz_tax_other_taxes_general_government_percentage_of_gdp,18,1,17,365.0,366.0,1095.0,0.47042848281311456,quarterly_or_slower
nz_tax_other_taxes_general_government_percentage_of_revenues_in_the_same_institutional_sector,18,1,17,365.0,366.0,1095.0,0.47042848281311456,quarterly_or_slower
nz_tax_other_taxes_general_government_us_dollar,18,1,17,365.0,366.0,1095.0,0.47042848281311456,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_central_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_central_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_central_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_central_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_general_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_general_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_general_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_general_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_local_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_local_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_local_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_goods_and_services_local_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_income_profits_and_capital_gains_of_individuals_and_corporations_central_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_income_profits_and_capital_gains_of_individuals_and_corporations_central_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_income_profits_and_capital_gains_of_individuals_and_corporations_central_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_income_profits_and_capital_gains_of_individuals_and_corporations_central_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_income_profits_and_capital_gains_of_individuals_and_corporations_general_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_income_profits_and_capital_gains_of_individuals_and_corporations_general_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_income_profits_and_capital_gains_of_individuals_and_corporations_general_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_income_profits_and_capital_gains_of_individuals_and_corporations_general_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_central_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_central_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_central_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_central_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_general_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_general_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_general_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_general_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_local_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_local_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_local_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_taxes_on_property_local_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_central_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_central_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_central_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_central_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_general_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_general_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_general_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_general_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_local_government_national_currency,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_local_government_percentage_of_gdp,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_local_government_percentage_of_revenues_in_the_same_institutional_sector,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nz_tax_total_tax_revenue_local_government_us_dollar,25,1,24,365.0,366.0,366.0,0.001186336169567724,quarterly_or_slower
nzl_general_government_final_consumption_expenditure_millions_nzd,104,1,103,91.0,92.0,92.0,0.008391243828970739,quarterly_or_slower
nzl_general_government_gross_fixed_capital_formation_millions_nzd,104,1,103,91.0,92.0,92.0,0.008391243828970739,quarterly_or_slower
nzl_nfish_final_consumption_expenditure_millions_nzd,104,1,103,91.0,92.0,92.0,0.008391243828970739,quarterly_or_slower
oecd_bcicp,775,1,774,31.0,31.0,31.0,0.026198449600755368,monthly_or_slower
oecd_ccicp,454,1,453,31.0,31.0,31.0,0.026396485852203874,monthly_or_slower
oil_price_wiki_views,3942,1,3941,1.0,1.0,2.0,0.015927282239507956,daily
oil_price_wiki_views_desktop,3942,1,3941,1.0,1.0,2.0,0.015927282239507956,daily
oil_price_wiki_views_mobile,3942,1,3941,1.0,1.0,2.0,0.015927282239507956,daily
open,16546,140,590136,1.0,3.0,29.0,0.9255267568153958,daily
panic_selling_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
panic_selling_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
panic_selling_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
quantitative_easing_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
quantitative_easing_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
quantitative_easing_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
real_estate_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
real_estate_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
real_estate_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
recession_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
recession_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
recession_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
reserve_bank_of_new_zealand_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
reserve_bank_of_new_zealand_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
reserve_bank_of_new_zealand_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
sanctions_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
sanctions_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
sanctions_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
shipping_container_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
shipping_container_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
shipping_container_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
short_term_interest_rates,628,1,627,31.0,31.0,31.0,0.026405745631273042,monthly_or_slower
split,80,46,37,786.0,3781.8,5615.0,1.9046140868883024,quarterly_or_slower
stock_market_crash_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
stock_market_crash_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
stock_market_crash_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
subprime_mortgage_crisis_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
subprime_mortgage_crisis_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
subprime_mortgage_crisis_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
supply_chain_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
supply_chain_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
supply_chain_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
tariff_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
tariff_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
tariff_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
tourism_in_new_zealand_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
tourism_in_new_zealand_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
tourism_in_new_zealand_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
trade_war_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
trade_war_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
trade_war_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
trailing_amortization,15,56,10,1370.5,1826.0,1826.0,0.43165267755618897,quarterly_or_slower
trailing_amortization_of_intangibles_income_statement,15,57,9,1280.0,1826.0,1826.0,0.4798228887635565,quarterly_or_slower
trailing_average_dilution_earnings,1,1,0,,,,0.0,singleton
trailing_basic_average_shares,39,101,390,184.0,366.0,2922.0,1.6275015855648487,quarterly_or_slower
trailing_basic_eps,38,101,387,184.0,492.00000000000307,2922.0,1.6389721096814762,quarterly_or_slower
trailing_credit_losses_provision,1,1,0,,,,0.0,singleton
trailing_depreciation_amortization_depletion_income_statement,16,84,10,1280.0,2128.4999999999995,3195.0,0.7174237126324063,quarterly_or_slower
trailing_depreciation_and_amortization_in_income_statement,14,86,11,549.0,2009.0,2010.0,1.171469883408984,quarterly_or_slower
trailing_depreciation_income_statement,15,86,10,914.5,2009.1,2010.0,0.7527634940166741,quarterly_or_slower
trailing_diluted_average_shares,39,101,390,184.0,375.00000000000205,2922.0,1.6292068201647338,quarterly_or_slower
trailing_diluted_eps,38,101,389,184.0,383.999999999999,2922.0,1.6340276731218077,quarterly_or_slower
trailing_diluted_niavailto_com_stockholders,10,8,4,365.0,493.8,549.0,0.21828585520046126,quarterly_or_slower
trailing_dividend_income,6,6,2,365.0,365.0,365.0,0.0,quarterly_or_slower
trailing_ebit,15,92,10,1004.0,1280.0,1280.0,0.42122295864822795,quarterly_or_slower
trailing_ebitda,15,92,12,640.0,1280.0,1280.0,0.6536622647959616,quarterly_or_slower
trailing_fees_and_commissions,8,8,3,365.0,365.0,365.0,0.0,quarterly_or_slower
trailing_feesand_commission_expense,7,6,3,365.0,365.0,365.0,0.0,quarterly_or_slower
trailing_feesand_commission_income,2,3,0,,,,0.0,singleton
trailing_foreign_exchange_trading_gains,1,1,0,,,,0.0,singleton
trailing_gain_on_sale_of_security,5,4,3,365.0,365.0,365.0,0.0,quarterly_or_slower
trailing_general_and_administrative_expense,21,91,18,640.0,2064.6,2376.0,1.0336894489316226,quarterly_or_slower
trailing_impairment_of_capital_assets,10,32,7,1461.0,1899.6000000000001,2010.0,0.33221369032683695,quarterly_or_slower
trailing_incomefrom_associatesand_other_participating_interests,1,1,0,,,,0.0,singleton
trailing_insurance_and_claims,1,1,0,,,,0.0,singleton
trailing_interest_expense,19,89,12,640.0,1280.0,1280.0,0.6536622647959616,quarterly_or_slower
trailing_interest_income,18,90,23,1280.0,2010.0,3195.0,0.5768838999510846,quarterly_or_slower
trailing_minority_interests,10,21,3,549.0,549.0,549.0,0.31341102019804473,quarterly_or_slower
trailing_net_income,15,101,13,549.0,1280.0,1280.0,0.7427828200627581,quarterly_or_slower
trailing_net_income_common_stockholders,14,101,13,549.0,1280.0,1280.0,0.762958677740823,quarterly_or_slower
trailing_net_income_continuous_operations,15,101,12,640.0,1280.0,1280.0,0.6536622647959616,quarterly_or_slower
trailing_net_income_discontinuous_operations,7,8,2,1462.5,2193.3,2376.0,0.6246153846153846,quarterly_or_slower
trailing_net_income_from_continuing_and_discontinued_operation,17,101,15,549.0,1280.0,1280.0,0.7539453709592241,quarterly_or_slower
trailing_net_income_from_continuing_operation_net_minority_interest,16,101,13,549.0,1280.0,1280.0,0.8007711466442947,quarterly_or_slower
trailing_net_income_including_noncontrolling_interests,17,101,15,549.0,1280.0,1280.0,0.7539453709592241,quarterly_or_slower
trailing_net_interest_income,16,100,13,549.0,1280.0,1280.0,0.762958677740823,quarterly_or_slower
trailing_net_occupancy_expense,1,1,0,,,,0.0,singleton
trailing_non_interest_expense,1,3,0,,,,0.0,singleton
trailing_non_interest_income,9,10,4,365.0,493.8,549.0,0.21828585520046126,quarterly_or_slower
trailing_normalized_ebitda,16,92,14,549.0,1280.0,1280.0,0.7427022734134102,quarterly_or_slower
trailing_normalized_income,18,101,14,549.0,1280.0,1280.0,0.7756955579454035,quarterly_or_slower
trailing_occupancy_and_equipment,1,1,0,,,,0.0,singleton
trailing_other_gand_a,14,43,8,1280.0,2063.9,2192.0,0.4567784423658326,quarterly_or_slower
trailing_other_interest_expense,1,1,0,,,,0.0,singleton
trailing_other_non_interest_expense,2,2,0,,,,0.0,singleton
trailing_other_non_interest_income,2,4,0,,,,0.0,singleton
trailing_other_non_operating_income_expenses,20,83,17,1280.0,2010.0,2375.0,0.5229957619017405,quarterly_or_slower
trailing_other_special_charges,5,6,0,,,,0.0,singleton
trailing_preferred_stock_dividends,1,1,0,,,,0.0,singleton
trailing_professional_expense_and_contract_services_expense,1,1,0,,,,0.0,singleton
trailing_reconciled_depreciation,15,86,11,731.0,2010.0,3195.0,1.2117923607407681,quarterly_or_slower
trailing_rent_and_landing_fees,7,24,0,,,,0.0,singleton
trailing_rent_expense_supplemental,1,1,0,,,,0.0,singleton
trailing_restructuring_and_mergern_acquisition,4,7,1,2009.0,2009.0,2009.0,0.0,quarterly_or_slower
trailing_salaries_and_wages,11,63,7,1280.0,1899.6000000000001,2010.0,0.5196336763195492,quarterly_or_slower
trailing_selling_and_marketing_expense,17,47,8,913.0,2063.9,2192.0,0.7279138554755604,quarterly_or_slower
trailing_selling_general_and_administration,20,96,17,1277.0,2082.8,2376.0,0.5187749513875584,quarterly_or_slower
trailing_special_income_charges,13,37,10,1643.5,2009.1,2010.0,0.3598741463944656,quarterly_or_slower
trailing_tax_effect_of_unusual_items,15,101,12,640.0,1280.0,1280.0,0.6536622647959616,quarterly_or_slower
trailing_tax_provision,16,101,15,549.0,1280.0,1280.0,0.7237369347492296,quarterly_or_slower
trailing_tax_rate_for_calcs,16,101,14,549.0,1280.0,1280.0,0.8000726438342451,quarterly_or_slower
trailing_total_premiums_earned,1,1,0,,,,0.0,singleton
trailing_total_revenue,17,98,11,549.0,1280.0,1280.0,0.8409192471443079,quarterly_or_slower
trailing_total_unusual_items,14,53,21,1461.0,2010.0,2010.0,0.47587376811210413,quarterly_or_slower
trailing_total_unusual_items_excluding_goodwill,14,53,20,1643.5,2010.0,2010.0,0.41350596159988395,quarterly_or_slower
trailing_write_off,2,2,0,,,,0.0,singleton
trans_pacific_partnership_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
trans_pacific_partnership_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
trans_pacific_partnership_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
treasury_security_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
treasury_security_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
treasury_security_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
unemployment_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
unemployment_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
unemployment_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
uranium_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
uranium_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
uranium_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
volume,16546,140,590136,1.0,3.0,29.0,0.9255267568153958,daily
wellington_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
wellington_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
wellington_wiki_views_mobile,3943,1,3942,1.0,1.0,1.0,0.0,daily
whole_milk_powder_wiki_views,780,1,779,2.0,6.0,20.0,1.3675998301706065,daily
whole_milk_powder_wiki_views_desktop,780,1,779,2.0,6.0,20.0,1.3675998301706065,daily
whole_milk_powder_wiki_views_mobile,780,1,779,2.0,6.0,20.0,1.3675998301706065,daily
wiki_views,3943,39,95895,1.0,1.0,3602.0,17.12055097160765,daily
wiki_views_desktop,3943,39,95895,1.0,1.0,3602.0,17.12055097160765,daily
wiki_views_mobile,3943,39,95895,1.0,1.0,3602.0,17.12055097160765,daily
wine_wiki_views,3943,1,3942,1.0,1.0,1.0,0.0,daily
wine_wiki_views_desktop,3943,1,3942,1.0,1.0,1.0,0.0,daily
