ticker,feature,max_repeat_run,max_repeat_span_days
CDI.NZ,trailing_total_revenue,1,0.0
CDI.NZ,volume,1275,1856.0
CEN.NZ,adj_close,5,6.0
CEN.NZ,annual_amortization,1,0.0
CEN.NZ,annual_amortization_of_intangibles_income_statement,1,0.0
CEN.NZ,annual_basic_average_shares,1,0.0
CEN.NZ,annual_basic_eps,1,0.0
CEN.NZ,annual_depreciation_amortization_depletion_income_statement,1,0.0
CEN.NZ,annual_depreciation_and_amortization_in_income_statement,1,0.0
CEN.NZ,annual_depreciation_income_statement,1,0.0
CEN.NZ,annual_diluted_average_shares,1,0.0
CEN.NZ,annual_diluted_eps,1,0.0
CEN.NZ,annual_ebit,1,0.0
CEN.NZ,annual_ebitda,1,0.0
CEN.NZ,annual_impairment_of_capital_assets,1,0.0
CEN.NZ,annual_interest_expense,1,0.0
CEN.NZ,annual_interest_income,2,365.0
CEN.NZ,annual_net_income,1,0.0
CEN.NZ,annual_net_income_common_stockholders,1,0.0
CEN.NZ,annual_net_income_continuous_operations,1,0.0
CEN.NZ,annual_net_income_from_continuing_and_discontinued_operation,1,0.0
CEN.NZ,annual_net_income_from_continuing_operation_net_minority_interest,1,0.0
CEN.NZ,annual_net_income_including_noncontrolling_interests,1,0.0
CEN.NZ,annual_net_interest_income,1,0.0
CEN.NZ,annual_normalized_ebitda,1,0.0
CEN.NZ,annual_normalized_income,1,0.0
CEN.NZ,annual_other_non_operating_income_expenses,1,0.0
CEN.NZ,annual_pretax_income,1,0.0
CEN.NZ,annual_reconciled_depreciation,1,0.0
CEN.NZ,annual_special_income_charges,1,0.0
CEN.NZ,annual_tax_effect_of_unusual_items,2,365.0
CEN.NZ,annual_tax_provision,1,0.0
CEN.NZ,annual_tax_rate_for_calcs,1,0.0
CEN.NZ,annual_total_revenue,1,0.0
CEN.NZ,annual_total_unusual_items,1,0.0
CEN.NZ,annual_total_unusual_items_excluding_goodwill,1,0.0
CEN.NZ,close,5,6.0
CEN.NZ,dividend,1,0.0
CEN.NZ,high,6,7.0
CEN.NZ,low,8,9.0
CEN.NZ,open,6,7.0
CEN.NZ,split,1,0.0
CEN.NZ,trailing_amortization,1,0.0
CEN.NZ,trailing_amortization_of_intangibles_income_statement,1,0.0
CEN.NZ,trailing_basic_average_shares,1,0.0
CEN.NZ,trailing_basic_eps,1,0.0
CEN.NZ,trailing_depreciation_amortization_depletion_income_statement,1,0.0
CEN.NZ,trailing_depreciation_and_amortization_in_income_statement,1,0.0
CEN.NZ,trailing_depreciation_income_statement,1,0.0
CEN.NZ,trailing_diluted_average_shares,1,0.0
CEN.NZ,trailing_diluted_eps,1,0.0
CEN.NZ,trailing_ebit,1,0.0
CEN.NZ,trailing_ebitda,1,0.0
CEN.NZ,trailing_interest_expense,1,0.0
CEN.NZ,trailing_interest_income,1,0.0
CEN.NZ,trailing_net_income,1,0.0
CEN.NZ,trailing_net_income_common_stockholders,1,0.0
CEN.NZ,trailing_net_income_continuous_operations,1,0.0
CEN.NZ,trailing_net_income_from_continuing_and_discontinued_operation,1,0.0
CEN.NZ,trailing_net_income_from_continuing_operation_net_minority_interest,1,0.0
CEN.NZ,trailing_net_income_including_noncontrolling_interests,1,0.0
CEN.NZ,trailing_net_interest_income,1,0.0
CEN.NZ,trailing_normalized_ebitda,1,0.0
CEN.NZ,trailing_normalized_income,1,0.0
CEN.NZ,trailing_other_non_operating_income_expenses,1,0.0
CEN.NZ,trailing_reconciled_depreciation,1,0.0
CEN.NZ,trailing_tax_effect_of_unusual_items,1,0.0
CEN.NZ,trailing_tax_provision,1,0.0
CEN.NZ,trailing_tax_rate_for_calcs,1,0.0
CEN.NZ,trailing_total_revenue,1,0.0
CEN.NZ,trailing_total_unusual_items,1,0.0
CEN.NZ,trailing_total_unusual_items_excluding_goodwill,1,0.0
CEN.NZ,volume,3,4.0
CEN.NZ,wiki_views,3,2.0
CEN.NZ,wiki_views_desktop,3,2.0
CEN.NZ,wiki_views_mobile,4,3.0
CHI.NZ,adj_close,8,11.0
CHI.NZ,annual_amortization,1,0.0
CHI.NZ,annual_amortization_of_intangibles_income_statement,1,0.0
CHI.NZ,annual_basic_average_shares,1,0.0
CHI.NZ,annual_basic_eps,1,0.0
CHI.NZ,annual_depreciation_amortization_depletion_income_statement,1,0.0
CHI.NZ,annual_depreciation_and_amortization_in_income_statement,1,0.0
CHI.NZ,annual_depreciation_income_statement,1,0.0
CHI.NZ,annual_diluted_average_shares,1,0.0
CHI.NZ,annual_diluted_eps,1,0.0
CHI.NZ,annual_ebit,1,0.0
CHI.NZ,annual_ebitda,1,0.0
CHI.NZ,annual_general_and_administrative_expense,1,0.0
CHI.NZ,annual_interest_expense,1,0.0
CHI.NZ,annual_interest_income,1,0.0
CHI.NZ,annual_net_income,1,0.0
CHI.NZ,annual_net_income_common_stockholders,1,0.0
CHI.NZ,annual_net_income_continuous_operations,1,0.0
CHI.NZ,annual_net_income_discontinuous_operations,1,0.0
CHI.NZ,annual_net_income_from_continuing_and_discontinued_operation,1,0.0
CHI.NZ,annual_net_income_from_continuing_operation_net_minority_interest,1,0.0
CHI.NZ,annual_net_income_including_noncontrolling_interests,1,0.0
CHI.NZ,annual_net_interest_income,1,0.0
CHI.NZ,annual_normalized_ebitda,1,0.0
CHI.NZ,annual_normalized_income,1,0.0
CHI.NZ,annual_other_gand_a,1,0.0
CHI.NZ,annual_other_non_operating_income_expenses,1,0.0
CHI.NZ,annual_pretax_income,1,0.0
CHI.NZ,annual_reconciled_depreciation,1,0.0
CHI.NZ,annual_salaries_and_wages,1,0.0
CHI.NZ,annual_selling_general_and_administration,1,0.0
CHI.NZ,annual_special_income_charges,1,0.0
CHI.NZ,annual_tax_effect_of_unusual_items,2,365.0
CHI.NZ,annual_tax_provision,1,0.0
CHI.NZ,annual_tax_rate_for_calcs,1,0.0
CHI.NZ,annual_total_revenue,1,0.0
CHI.NZ,annual_total_unusual_items,1,0.0
CHI.NZ,annual_total_unusual_items_excluding_goodwill,1,0.0
CHI.NZ,close,8,11.0
CHI.NZ,dividend,2,182.0
CHI.NZ,high,10,14.0
CHI.NZ,low,9,13.0
CHI.NZ,open,9,12.0
CHI.NZ,split,1,0.0
CHI.NZ,trailing_basic_average_shares,1,0.0
CHI.NZ,trailing_basic_eps,1,0.0
CHI.NZ,trailing_depreciation_amortization_depletion_income_statement,1,0.0
CHI.NZ,trailing_depreciation_and_amortization_in_income_statement,1,0.0
CHI.NZ,trailing_depreciation_income_statement,1,0.0
CHI.NZ,trailing_diluted_average_shares,1,0.0
CHI.NZ,trailing_diluted_eps,1,0.0
CHI.NZ,trailing_ebit,1,0.0
CHI.NZ,trailing_ebitda,1,0.0
CHI.NZ,trailing_general_and_administrative_expense,1,0.0
CHI.NZ,trailing_interest_expense,1,0.0
CHI.NZ,trailing_interest_income,1,0.0
CHI.NZ,trailing_net_income,1,0.0
CHI.NZ,trailing_net_income_common_stockholders,1,0.0
CHI.NZ,trailing_net_income_continuous_operations,1,0.0
CHI.NZ,trailing_net_income_discontinuous_operations,1,0.0
CHI.NZ,trailing_net_income_from_continuing_and_discontinued_operation,1,0.0
CHI.NZ,trailing_net_income_from_continuing_operation_net_minority_interest,1,0.0
CHI.NZ,trailing_net_income_including_noncontrolling_interests,1,0.0
CHI.NZ,trailing_net_interest_income,1,0.0
CHI.NZ,trailing_normalized_ebitda,1,0.0
CHI.NZ,trailing_normalized_income,1,0.0
CHI.NZ,trailing_other_gand_a,1,0.0
CHI.NZ,trailing_other_non_operating_income_expenses,1,0.0
CHI.NZ,trailing_reconciled_depreciation,1,0.0
CHI.NZ,trailing_rent_and_landing_fees,1,0.0
CHI.NZ,trailing_salaries_and_wages,1,0.0
CHI.NZ,trailing_selling_general_and_administration,1,0.0
CHI.NZ,trailing_tax_effect_of_unusual_items,1,0.0
CHI.NZ,trailing_tax_provision,1,0.0
CHI.NZ,trailing_tax_rate_for_calcs,1,0.0
CHI.NZ,trailing_total_revenue,1,0.0
CHI.NZ,volume,3,6.0
CMO.NZ,adj_close,35,48.0
CMO.NZ,annual_basic_average_shares,1,0.0
CMO.NZ,annual_basic_eps,1,0.0
CMO.NZ,annual_depreciation_amortization_depletion_income_statement,1,0.0
CMO.NZ,annual_depreciation_and_amortization_in_income_statement,1,0.0
CMO.NZ,annual_depreciation_income_statement,1,0.0
CMO.NZ,annual_diluted_average_shares,1,0.0
CMO.NZ,annual_diluted_eps,1,0.0
CMO.NZ,annual_ebit,1,0.0
CMO.NZ,annual_ebitda,1,0.0
CMO.NZ,annual_general_and_administrative_expense,1,0.0
CMO.NZ,annual_interest_expense,1,0.0
CMO.NZ,annual_minority_interests,1,0.0
CMO.NZ,annual_net_income,1,0.0
CMO.NZ,annual_net_income_common_stockholders,1,0.0
CMO.NZ,annual_net_income_continuous_operations,1,0.0
CMO.NZ,annual_net_income_from_continuing_and_discontinued_operation,1,0.0
CMO.NZ,annual_net_income_from_continuing_operation_net_minority_interest,1,0.0
CMO.NZ,annual_net_income_including_noncontrolling_interests,1,0.0
CMO.NZ,annual_net_interest_income,1,0.0
CMO.NZ,annual_normalized_ebitda,1,0.0
CMO.NZ,annual_normalized_income,1,0.0
CMO.NZ,annual_other_non_operating_income_expenses,1,0.0
CMO.NZ,annual_pretax_income,1,0.0
CMO.NZ,annual_reconciled_depreciation,1,0.0
CMO.NZ,annual_rent_and_landing_fees,1,0.0
CMO.NZ,annual_salaries_and_wages,1,0.0
CMO.NZ,annual_selling_and_marketing_expense,1,0.0
CMO.NZ,annual_selling_general_and_administration,1,0.0
CMO.NZ,annual_tax_effect_of_unusual_items,3,731.0
CMO.NZ,annual_tax_provision,1,0.0
CMO.NZ,annual_tax_rate_for_calcs,1,0.0
CMO.NZ,annual_total_revenue,1,0.0
CMO.NZ,close,35,48.0
CMO.NZ,dividend,1,0.0
CMO.NZ,high,35,48.0
CMO.NZ,low,35,48.0
CMO.NZ,open,35,48.0
CMO.NZ,split,1,0.0
CMO.NZ,trailing_basic_average_shares,2,184.0
CMO.NZ,trailing_basic_eps,1,0.0
CMO.NZ,trailing_depreciation_amortization_depletion_income_statement,1,0.0
CMO.NZ,trailing_depreciation_and_amortization_in_income_statement,1,0.0
CMO.NZ,trailing_depreciation_income_statement,1,0.0
CMO.NZ,trailing_diluted_average_shares,2,184.0
CMO.NZ,trailing_diluted_eps,1,0.0
CMO.NZ,trailing_ebit,1,0.0
CMO.NZ,trailing_ebitda,1,0.0
CMO.NZ,trailing_general_and_administrative_expense,1,0.0
CMO.NZ,trailing_interest_expense,1,0.0
CMO.NZ,trailing_interest_income,1,0.0
CMO.NZ,trailing_minority_interests,1,0.0
CMO.NZ,trailing_net_income,1,0.0
CMO.NZ,trailing_net_income_common_stockholders,1,0.0
CMO.NZ,trailing_net_income_continuous_operations,1,0.0
CMO.NZ,trailing_net_income_from_continuing_and_discontinued_operation,1,0.0
CMO.NZ,trailing_net_income_from_continuing_operation_net_minority_interest,1,0.0
CMO.NZ,trailing_net_income_including_noncontrolling_interests,1,0.0
CMO.NZ,trailing_net_interest_income,1,0.0
CMO.NZ,trailing_normalized_ebitda,1,0.0
CMO.NZ,trailing_normalized_income,1,0.0
CMO.NZ,trailing_other_non_operating_income_expenses,1,0.0
CMO.NZ,trailing_reconciled_depreciation,1,0.0
CMO.NZ,trailing_rent_and_landing_fees,1,0.0
CMO.NZ,trailing_salaries_and_wages,1,0.0
CMO.NZ,trailing_selling_and_marketing_expense,1,0.0
CMO.NZ,trailing_selling_general_and_administration,1,0.0
CMO.NZ,trailing_tax_effect_of_unusual_items,1,0.0
CMO.NZ,trailing_tax_provision,1,0.0
CMO.NZ,trailing_tax_rate_for_calcs,1,0.0
CMO.NZ,trailing_total_revenue,1,0.0
CMO.NZ,volume,21,28.0
CNU.NZ,adj_close,5,6.0
CNU.NZ,annual_amortization,1,0.0
CNU.NZ,annual_amortization_of_intangibles_income_statement,1,0.0
CNU.NZ,annual_basic_average_shares,2,365.0
CNU.NZ,annual_basic_eps,1,0.0
CNU.NZ,annual_depreciation_amortization_depletion_income_statement,1,0.0
CNU.NZ,annual_depreciation_and_amortization_in_income_statement,1,0.0
CNU.NZ,annual_depreciation_income_statement,1,0.0
CNU.NZ,annual_diluted_average_shares,1,0.0
CNU.NZ,annual_diluted_eps,1,0.0
CNU.NZ,annual_ebit,1,0.0
CNU.NZ,annual_ebitda,1,0.0
CNU.NZ,annual_general_and_administrative_expense,1,0.0
CNU.NZ,annual_interest_expense,1,0.0
CNU.NZ,annual_interest_income,1,0.0
CNU.NZ,annual_net_income,1,0.0
CNU.NZ,annual_net_income_common_stockholders,1,0.0
CNU.NZ,annual_net_income_continuous_operations,1,0.0
CNU.NZ,annual_net_income_from_continuing_and_discontinued_operation,1,0.0
CNU.NZ,annual_net_income_from_continuing_operation_net_minority_interest,1,0.0
CNU.NZ,annual_net_income_including_noncontrolling_interests,1,0.0
CNU.NZ,annual_net_interest_income,1,0.0
CNU.NZ,annual_normalized_ebitda,1,0.0
CNU.NZ,annual_normalized_income,1,0.0
CNU.NZ,annual_pretax_income,2,365.0
CNU.NZ,annual_reconciled_depreciation,1,0.0
CNU.NZ,annual_rent_and_landing_fees,2,365.0
CNU.NZ,annual_salaries_and_wages,1,0.0
CNU.NZ,annual_selling_and_marketing_expense,1,0.0
CNU.NZ,annual_selling_general_and_administration,1,0.0
CNU.NZ,annual_tax_effect_of_unusual_items,4,1096.0
CNU.NZ,annual_tax_provision,1,0.0
CNU.NZ,annual_tax_rate_for_calcs,2,365.0
CNU.NZ,annual_total_revenue,1,0.0
CNU.NZ,close,5,6.0
CNU.NZ,dividend,1,0.0
CNU.NZ,high,8,9.0
CNU.NZ,low,4,6.0
CNU.NZ,open,4,5.0
CNU.NZ,trailing_amortization,1,0.0
CNU.NZ,trailing_amortization_of_intangibles_income_statement,1,0.0
CNU.NZ,trailing_basic_average_shares,2,365.0
CNU.NZ,trailing_basic_eps,1,0.0
CNU.NZ,trailing_depreciation_amortization_depletion_income_statement,1,0.0
CNU.NZ,trailing_depreciation_and_amortization_in_income_statement,1,0.0
CNU.NZ,trailing_depreciation_income_statement,1,0.0
CNU.NZ,trailing_diluted_average_shares,1,0.0
CNU.NZ,trailing_diluted_eps,1,0.0
CNU.NZ,trailing_ebit,1,0.0
CNU.NZ,trailing_ebitda,1,0.0
CNU.NZ,trailing_general_and_administrative_expense,1,0.0
CNU.NZ,trailing_interest_expense,1,0.0
CNU.NZ,trailing_interest_income,1,0.0
CNU.NZ,trailing_net_income,1,0.0
CNU.NZ,trailing_net_income_common_stockholders,1,0.0
CNU.NZ,trailing_net_income_continuous_operations,1,0.0
CNU.NZ,trailing_net_income_from_continuing_and_discontinued_operation,1,0.0
CNU.NZ,trailing_net_income_from_continuing_operation_net_minority_interest,1,0.0
CNU.NZ,trailing_net_income_including_noncontrolling_interests,1,0.0
CNU.NZ,trailing_net_interest_income,1,0.0
CNU.NZ,trailing_normalized_ebitda,1,0.0
CNU.NZ,trailing_normalized_income,1,0.0
CNU.NZ,trailing_reconciled_depreciation,1,0.0
CNU.NZ,trailing_rent_and_landing_fees,1,0.0
CNU.NZ,trailing_salaries_and_wages,1,0.0
CNU.NZ,trailing_selling_and_marketing_expense,1,0.0
CNU.NZ,trailing_selling_general_and_administration,1,0.0
CNU.NZ,trailing_tax_effect_of_unusual_items,1,0.0
CNU.NZ,trailing_tax_provision,1,0.0
CNU.NZ,trailing_tax_rate_for_calcs,1,0.0
CNU.NZ,trailing_total_revenue,1,0.0
CNU.NZ,volume,2,4.0
CRP.NZ,adj_close,127,182.0
CRP.NZ,annual_basic_average_shares,1,0.0
CRP.NZ,annual_basic_eps,1,0.0
CRP.NZ,annual_diluted_average_shares,1,0.0
CRP.NZ,annual_diluted_eps,1,0.0
CRP.NZ,annual_diluted_niavailto_com_stockholders,1,0.0
CRP.NZ,annual_ebit,1,0.0
CRP.NZ,annual_ebitda,1,0.0
CRP.NZ,annual_gain_on_sale_of_business,1,0.0
CRP.NZ,annual_gain_on_sale_of_security,1,0.0
CRP.NZ,annual_general_and_administrative_expense,1,0.0
CRP.NZ,annual_insurance_and_claims,1,0.0
CRP.NZ,annual_interest_expense,1,0.0
CRP.NZ,annual_interest_income,1,0.0
CRP.NZ,annual_net_income,1,0.0
CRP.NZ,annual_net_income_common_stockholders,1,0.0
CRP.NZ,annual_net_income_continuous_operations,1,0.0
CRP.NZ,annual_net_income_from_continuing_and_discontinued_operation,1,0.0
CRP.NZ,annual_net_income_from_continuing_operation_net_minority_interest,1,0.0
CRP.NZ,annual_net_income_including_noncontrolling_interests,1,0.0
CRP.NZ,annual_net_interest_income,1,0.0
CRP.NZ,annual_normalized_ebitda,1,0.0
CRP.NZ,annual_normalized_income,1,0.0
CRP.NZ,annual_other_gand_a,1,0.0
CRP.NZ,annual_other_special_charges,1,0.0
CRP.NZ,annual_pretax_income,1,0.0
CRP.NZ,annual_reconciled_depreciation,1,0.0
CRP.NZ,annual_rent_and_landing_fees,1,0.0
CRP.NZ,annual_rent_expense_supplemental,1,0.0
CRP.NZ,annual_salaries_and_wages,1,0.0
CRP.NZ,annual_selling_and_marketing_expense,1,0.0
CRP.NZ,annual_selling_general_and_administration,1,0.0
CRP.NZ,annual_special_income_charges,1,0.0
CRP.NZ,annual_tax_effect_of_unusual_items,4,1096.0
CRP.NZ,annual_tax_provision,4,1096.0
CRP.NZ,annual_tax_rate_for_calcs,4,1096.0
CRP.NZ,annual_total_revenue,2,365.0
CRP.NZ,annual_total_unusual_items,1,0.0
CRP.NZ,annual_total_unusual_items_excluding_goodwill,1,0.0
CRP.NZ,close,127,182.0
CRP.NZ,high,127,182.0
CRP.NZ,low,127,182.0
CRP.NZ,open,127,182.0
CRP.NZ,split,2,1068.0
CRP.NZ,trailing_basic_average_shares,1,0.0
CRP.NZ,trailing_basic_eps,1,0.0
CRP.NZ,trailing_diluted_average_shares,1,0.0
CRP.NZ,trailing_diluted_eps,1,0.0
CRP.NZ,trailing_diluted_niavailto_com_stockholders,1,0.0
CRP.NZ,trailing_ebit,1,0.0
CRP.NZ,trailing_ebitda,1,0.0
CRP.NZ,trailing_general_and_administrative_expense,1,0.0
CRP.NZ,trailing_insurance_and_claims,1,0.0
CRP.NZ,trailing_interest_income,1,0.0
CRP.NZ,trailing_net_income,1,0.0
CRP.NZ,trailing_net_income_common_stockholders,1,0.0
CRP.NZ,trailing_net_income_continuous_operations,1,0.0
CRP.NZ,trailing_net_income_from_continuing_and_discontinued_operation,1,0.0
CRP.NZ,trailing_net_income_from_continuing_operation_net_minority_interest,1,0.0
CRP.NZ,trailing_net_income_including_noncontrolling_interests,1,0.0
CRP.NZ,trailing_net_interest_income,1,0.0
CRP.NZ,trailing_normalized_ebitda,1,0.0
CRP.NZ,trailing_normalized_income,1,0.0
CRP.NZ,trailing_other_gand_a,1,0.0
CRP.NZ,trailing_rent_and_landing_fees,1,0.0
CRP.NZ,trailing_rent_expense_supplemental,1,0.0
CRP.NZ,trailing_salaries_and_wages,1,0.0
CRP.NZ,trailing_selling_and_marketing_expense,1,0.0
CRP.NZ,trailing_selling_general_and_administration,1,0.0
CRP.NZ,trailing_tax_effect_of_unusual_items,1,0.0
CRP.NZ,trailing_tax_provision,1,0.0
CRP.NZ,trailing_tax_rate_for_calcs,1,0.0
CRP.NZ,trailing_total_revenue,1,0.0
CRP.NZ,trailing_total_unusual_items,1,0.0
CRP.NZ,trailing_total_unusual_items_excluding_goodwill,1,0.0
CRP.NZ,volume,80,116.0
CVT.NZ,adj_close,3,2.0
CVT.NZ,annual_amortization,1,0.0
CVT.NZ,annual_amortization_of_intangibles_income_statement,1,0.0
CVT.NZ,annual_basic_average_shares,1,0.0
CVT.NZ,annual_basic_eps,1,0.0
CVT.NZ,annual_depreciation_amortization_depletion_income_statement,1,0.0
CVT.NZ,annual_depreciation_and_amortization_in_income_statement,1,0.0
CVT.NZ,annual_depreciation_income_statement,1,0.0
CVT.NZ,annual_diluted_average_shares,1,0.0
CVT.NZ,annual_diluted_eps,1,0.0
CVT.NZ,annual_ebit,1,0.0
CVT.NZ,annual_ebitda,1,0.0
CVT.NZ,annual_general_and_administrative_expense,1,0.0
CVT.NZ,annual_impairment_of_capital_assets,1,0.0
CVT.NZ,annual_interest_expense,1,0.0
CVT.NZ,annual_interest_income,1,0.0
CVT.NZ,annual_net_income,1,0.0
CVT.NZ,annual_net_income_common_stockholders,1,0.0
CVT.NZ,annual_net_income_continuous_operations,1,0.0
CVT.NZ,annual_net_income_from_continuing_and_discontinued_operation,1,0.0
CVT.NZ,annual_net_income_from_continuing_operation_net_minority_interest,1,0.0
CVT.NZ,annual_net_income_including_noncontrolling_interests,1,0.0
CVT.NZ,annual_net_interest_income,1,0.0
CVT.NZ,annual_normalized_ebitda,1,0.0
CVT.NZ,annual_normalized_income,1,0.0
CVT.NZ,annual_other_gand_a,1,0.0
CVT.NZ,annual_other_non_operating_income_expenses,1,0.0
CVT.NZ,annual_pretax_income,1,0.0
CVT.NZ,annual_reconciled_depreciation,1,0.0
CVT.NZ,annual_selling_and_marketing_expense,1,0.0
CVT.NZ,annual_selling_general_and_administration,1,0.0
CVT.NZ,annual_special_income_charges,1,0.0
CVT.NZ,annual_tax_effect_of_unusual_items,1,0.0
CVT.NZ,annual_tax_provision,1,0.0
CVT.NZ,annual_tax_rate_for_calcs,1,0.0
CVT.NZ,annual_total_revenue,1,0.0
CVT.NZ,annual_total_unusual_items,1,0.0
CVT.NZ,annual_total_unusual_items_excluding_goodwill,1,0.0
CVT.NZ,close,3,2.0
CVT.NZ,high,4,3.0
CVT.NZ,low,4,3.0
CVT.NZ,open,3,2.0
CVT.NZ,trailing_amortization,1,0.0
CVT.NZ,trailing_amortization_of_intangibles_income_statement,1,0.0
CVT.NZ,trailing_basic_average_shares,1,0.0
CVT.NZ,trailing_basic_eps,1,0.0
CVT.NZ,trailing_depreciation_amortization_depletion_income_statement,1,0.0
CVT.NZ,trailing_depreciation_and_amortization_in_income_statement,1,0.0
CVT.NZ,trailing_depreciation_income_statement,1,0.0
CVT.NZ,trailing_diluted_average_shares,1,0.0
CVT.NZ,trailing_diluted_eps,1,0.0
CVT.NZ,trailing_ebit,1,0.0
CVT.NZ,trailing_ebitda,1,0.0
CVT.NZ,trailing_general_and_administrative_expense,1,0.0
CVT.NZ,trailing_impairment_of_capital_assets,1,0.0
CVT.NZ,trailing_interest_expense,1,0.0
CVT.NZ,trailing_interest_income,1,0.0
CVT.NZ,trailing_net_income,1,0.0
CVT.NZ,trailing_net_income_common_stockholders,1,0.0
CVT.NZ,trailing_net_income_continuous_operations,1,0.0
CVT.NZ,trailing_net_income_from_continuing_and_discontinued_operation,1,0.0
CVT.NZ,trailing_net_income_from_continuing_operation_net_minority_interest,1,0.0
CVT.NZ,trailing_net_income_including_noncontrolling_interests,1,0.0
CVT.NZ,trailing_net_interest_income,1,0.0
CVT.NZ,trailing_normalized_ebitda,1,0.0
CVT.NZ,trailing_normalized_income,1,0.0
CVT.NZ,trailing_other_gand_a,1,0.0
CVT.NZ,trailing_other_non_operating_income_expenses,1,0.0
CVT.NZ,trailing_reconciled_depreciation,1,0.0
CVT.NZ,trailing_restructuring_and_mergern_acquisition,1,0.0
CVT.NZ,trailing_salaries_and_wages,1,0.0
CVT.NZ,trailing_selling_and_marketing_expense,1,0.0
CVT.NZ,trailing_selling_general_and_administration,1,0.0
CVT.NZ,trailing_special_income_charges,1,0.0
CVT.NZ,trailing_tax_effect_of_unusual_items,1,0.0
CVT.NZ,trailing_tax_provision,1,0.0
CVT.NZ,trailing_tax_rate_for_calcs,1,0.0
CVT.NZ,trailing_total_revenue,1,0.0
CVT.NZ,trailing_total_unusual_items,1,0.0
CVT.NZ,trailing_total_unusual_items_excluding_goodwill,1,0.0
CVT.NZ,volume,1,0.0
CVT.NZ,wiki_views,2,2630.0
CVT.NZ,wiki_views_desktop,1,0.0
CVT.NZ,wiki_views_mobile,1,0.0
DGL.NZ,adj_close,257,371.0
DGL.NZ,annual_amortization,1,0.0
DGL.NZ,annual_amortization_of_intangibles_income_statement,1,0.0
DGL.NZ,annual_basic_average_shares,4,1096.0
DGL.NZ,annual_basic_eps,1,0.0
DGL.NZ,annual_depreciation_amortization_depletion_income_statement,1,0.0
DGL.NZ,annual_depreciation_and_amortization_in_income_statement,1,0.0
DGL.NZ,annual_depreciation_income_statement,1,0.0
DGL.NZ,annual_diluted_average_shares,4,1096.0
DGL.NZ,annual_diluted_eps,1,0.0
DGL.NZ,annual_ebit,1,0.0
DGL.NZ,annual_ebitda,1,0.0
DGL.NZ,annual_general_and_administrative_expense,1,0.0
DGL.NZ,annual_interest_expense,1,0.0
DGL.NZ,annual_interest_income,1,0.0
DGL.NZ,annual_net_income,1,0.0
DGL.NZ,annual_net_income_common_stockholders,1,0.0
DGL.NZ,annual_net_income_continuous_operations,1,0.0
DGL.NZ,annual_net_income_from_continuing_and_discontinued_operation,1,0.0
DGL.NZ,annual_net_income_from_continuing_operation_net_minority_interest,1,0.0
DGL.NZ,annual_net_income_including_noncontrolling_interests,1,0.0
DGL.NZ,annual_net_interest_income,1,0.0
DGL.NZ,annual_normalized_ebitda,1,0.0
DGL.NZ,annual_normalized_income,1,0.0
DGL.NZ,annual_other_gand_a,1,0.0
DGL.NZ,annual_other_non_operating_income_expenses,1,0.0
DGL.NZ,annual_pretax_income,1,0.0
DGL.NZ,annual_reconciled_depreciation,1,0.0
DGL.NZ,annual_selling_and_marketing_expense,1,0.0
DGL.NZ,annual_selling_general_and_administration,1,0.0
DGL.NZ,annual_special_income_charges,1,0.0
DGL.NZ,annual_tax_effect_of_unusual_items,2,366.0
DGL.NZ,annual_tax_provision,1,0.0
DGL.NZ,annual_tax_rate_for_calcs,1,0.0
DGL.NZ,annual_total_revenue,1,0.0
DGL.NZ,annual_total_unusual_items,1,0.0
DGL.NZ,annual_total_unusual_items_excluding_goodwill,1,0.0
DGL.NZ,close,1230,1792.0
DGL.NZ,dividend,5,1463.0
DGL.NZ,high,1230,1792.0
DGL.NZ,low,1230,1792.0
DGL.NZ,open,1230,1792.0
DGL.NZ,trailing_basic_average_shares,3,731.0
DGL.NZ,trailing_basic_eps,1,0.0
DGL.NZ,trailing_depreciation_amortization_depletion_income_statement,1,0.0
DGL.NZ,trailing_depreciation_and_amortization_in_income_statement,1,0.0
DGL.NZ,trailing_depreciation_income_statement,1,0.0
DGL.NZ,trailing_diluted_average_shares,3,731.0
DGL.NZ,trailing_diluted_eps,1,0.0
DGL.NZ,trailing_ebit,1,0.0
DGL.NZ,trailing_ebitda,1,0.0
DGL.NZ,trailing_general_and_administrative_expense,1,0.0
DGL.NZ,trailing_interest_expense,1,0.0
DGL.NZ,trailing_interest_income,1,0.0
DGL.NZ,trailing_net_income,1,0.0
DGL.NZ,trailing_net_income_common_stockholders,1,0.0
DGL.NZ,trailing_net_income_continuous_operations,1,0.0
DGL.NZ,trailing_net_income_from_continuing_and_discontinued_operation,1,0.0
DGL.NZ,trailing_net_income_from_continuing_operation_net_minority_interest,1,0.0
DGL.NZ,trailing_net_income_including_noncontrolling_interests,1,0.0
DGL.NZ,trailing_net_interest_income,1,0.0
DGL.NZ,trailing_normalized_ebitda,1,0.0
DGL.NZ,trailing_normalized_income,1,0.0
DGL.NZ,trailing_other_gand_a,1,0.0
DGL.NZ,trailing_other_non_operating_income_expenses,1,0.0
DGL.NZ,trailing_reconciled_depreciation,1,0.0
DGL.NZ,trailing_selling_and_marketing_expense,1,0.0
DGL.NZ,trailing_selling_general_and_administration,1,0.0
DGL.NZ,trailing_tax_effect_of_unusual_items,1,0.0
DGL.NZ,trailing_tax_provision,1,0.0
DGL.NZ,trailing_tax_rate_for_calcs,1,0.0
