feature,source_name,row_count,ticker_count,date_count,numeric_parse_rate
new_zealand_dollar_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
new_zealand_dollar_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
new_zealand_dollar_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
panic_selling_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
panic_selling_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
panic_selling_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
quantitative_easing_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
quantitative_easing_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
quantitative_easing_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
real_estate_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
real_estate_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
real_estate_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
recession_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
recession_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
recession_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
reserve_bank_of_new_zealand_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
reserve_bank_of_new_zealand_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
reserve_bank_of_new_zealand_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
sanctions_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
sanctions_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
sanctions_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
shipping_container_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
shipping_container_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
shipping_container_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
stock_market_crash_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
stock_market_crash_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
stock_market_crash_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
subprime_mortgage_crisis_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
subprime_mortgage_crisis_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
subprime_mortgage_crisis_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
supply_chain_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
supply_chain_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
supply_chain_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
tariff_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
tariff_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
tariff_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
tourism_in_new_zealand_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
tourism_in_new_zealand_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
tourism_in_new_zealand_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
trade_war_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
trade_war_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
trade_war_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
trans_pacific_partnership_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
trans_pacific_partnership_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
trans_pacific_partnership_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
treasury_security_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
treasury_security_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
treasury_security_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
unemployment_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
unemployment_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
unemployment_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
uranium_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
uranium_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
uranium_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
wellington_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
wellington_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
wellington_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
wine_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
wine_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
wine_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
wool_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
wool_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
wool_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
yield_curve_wiki_views,wikimedia_pageviews,3943,0,3943,1.0
yield_curve_wiki_views_desktop,wikimedia_pageviews,3943,0,3943,1.0
yield_curve_wiki_views_mobile,wikimedia_pageviews,3943,0,3943,1.0
oil_price_wiki_views,wikimedia_pageviews,3942,0,3942,1.0
oil_price_wiki_views_desktop,wikimedia_pageviews,3942,0,3942,1.0
oil_price_wiki_views_mobile,wikimedia_pageviews,3942,0,3942,1.0
housing_market_wiki_views,wikimedia_pageviews,3941,0,3941,1.0
housing_market_wiki_views_desktop,wikimedia_pageviews,3941,0,3941,1.0
housing_market_wiki_views_mobile,wikimedia_pageviews,3941,0,3941,1.0
inverted_yield_curve_wiki_views,wikimedia_pageviews,3941,0,3941,1.0
inverted_yield_curve_wiki_views_desktop,wikimedia_pageviews,3941,0,3941,1.0
inverted_yield_curve_wiki_views_mobile,wikimedia_pageviews,3941,0,3941,1.0
new_zealand_stock_exchange_wiki_views,wikimedia_pageviews,3798,0,3798,1.0
new_zealand_stock_exchange_wiki_views_desktop,wikimedia_pageviews,3798,0,3798,1.0
new_zealand_stock_exchange_wiki_views_mobile,wikimedia_pageviews,3798,0,3798,1.0
dividend,yf_prices,3275,115,1561,1.0
china%e2%80%93_united_states_trade_war_wiki_views,wikimedia_pageviews,2632,0,2632,1.0
china%e2%80%93_united_states_trade_war_wiki_views_desktop,wikimedia_pageviews,2632,0,2632,1.0
china%e2%80%93_united_states_trade_war_wiki_views_mobile,wikimedia_pageviews,2632,0,2632,1.0
whole_milk_powder_wiki_views,wikimedia_pageviews,780,0,780,1.0
whole_milk_powder_wiki_views_desktop,wikimedia_pageviews,780,0,780,1.0
whole_milk_powder_wiki_views_mobile,wikimedia_pageviews,780,0,780,1.0
oecd_bcicp,nz_business_confidence,775,0,775,1.0
long_term_interest_rates,nz_rates_fx,674,0,674,1.0
short_term_interest_rates,nz_rates_fx,628,0,628,1.0
immediate_interest_rates_call_money_interbank_rate,nz_rates_fx,494,0,494,1.0
trailing_basic_average_shares,yf_finances,491,101,39,1.0
trailing_diluted_average_shares,yf_finances,491,101,39,1.0
trailing_diluted_eps,yf_finances,490,101,38,1.0
trailing_basic_eps,yf_finances,488,101,38,1.0
oecd_ccicp,nz_business_confidence,454,0,454,1.0
nzl_general_government_final_consumption_expenditure_millions_nzd,nz_gdp,416,0,104,1.0
nzl_general_government_gross_fixed_capital_formation_millions_nzd,nz_gdp,416,0,104,1.0
nzl_nfish_final_consumption_expenditure_millions_nzd,nz_gdp,416,0,104,1.0
annual_diluted_eps,yf_finances,392,101,39,1.0
nz_labor_unemployment_age15to24_male,nz_labor_stats,392,0,28,1.0
annual_basic_average_shares,yf_finances,389,101,39,1.0
annual_basic_eps,yf_finances,389,101,38,1.0
annual_diluted_average_shares,yf_finances,387,101,38,1.0
annual_net_income,yf_finances,386,102,40,1.0
annual_net_income_common_stockholders,yf_finances,386,102,40,1.0
annual_net_income_continuous_operations,yf_finances,386,102,40,1.0
annual_net_income_from_continuing_and_discontinued_operation,yf_finances,386,102,40,1.0
annual_net_income_from_continuing_operation_net_minority_interest,yf_finances,386,102,40,1.0
annual_net_income_including_noncontrolling_interests,yf_finances,386,102,40,1.0
annual_normalized_income,yf_finances,386,102,40,1.0
annual_pretax_income,yf_finances,386,102,40,1.0
annual_tax_effect_of_unusual_items,yf_finances,386,102,40,1.0
annual_tax_provision,yf_finances,386,102,40,1.0
annual_tax_rate_for_calcs,yf_finances,386,102,40,1.0
annual_net_interest_income,yf_finances,385,102,40,1.0
nz_road_fatalities_monthly,nz_road_fatalities,383,0,383,1.0
annual_total_revenue,yf_finances,369,98,40,1.0
annual_selling_general_and_administration,yf_finances,368,100,40,1.0
annual_ebit,yf_finances,353,92,35,1.0
annual_ebitda,yf_finances,353,92,35,1.0
annual_interest_expense,yf_finances,353,97,40,1.0
annual_normalized_ebitda,yf_finances,353,92,35,1.0
annual_general_and_administrative_expense,yf_finances,352,97,40,1.0
annual_interest_income,yf_finances,349,98,37,1.0
annual_reconciled_depreciation,yf_finances,341,92,35,1.0
annual_depreciation_and_amortization_in_income_statement,yf_finances,337,91,35,1.0
annual_depreciation_income_statement,yf_finances,336,90,35,1.0
annual_depreciation_amortization_depletion_income_statement,yf_finances,329,89,35,1.0
annual_other_non_operating_income_expenses,yf_finances,324,90,35,1.0
annual_amortization,yf_finances,254,73,32,1.0
annual_salaries_and_wages,yf_finances,254,71,30,1.0
annual_amortization_of_intangibles_income_statement,yf_finances,252,72,32,1.0
nz_labor_unemployment_not_worked_age15_plus_male,nz_labor_stats,226,0,28,1.0
new_registrations_goods_road_motor_vehicles,nz_vehicle_registrations,221,0,221,1.0
nz_labor_population_age15to24_female,nz_labor_stats,210,0,30,1.0
nz_labor_population_age15to24_male,nz_labor_stats,210,0,30,1.0
nz_labor_population_age15to24_total,nz_labor_stats,210,0,30,1.0
bop_current_account_balance_revenue_minus_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_current_account_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_current_account_revenue_sa,nz_balance_of_payments,208,0,104,1.0
bop_goods_balance_revenue_minus_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_goods_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_goods_revenue_sa,nz_balance_of_payments,208,0,104,1.0
bop_primary_income_balance_revenue_minus_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_primary_income_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_primary_income_revenue_sa,nz_balance_of_payments,208,0,104,1.0
bop_secondary_income_balance_revenue_minus_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_secondary_income_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_secondary_income_revenue_sa,nz_balance_of_payments,208,0,104,1.0
bop_services_balance_revenue_minus_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_services_expenditure_sa,nz_balance_of_payments,208,0,104,1.0
bop_services_revenue_sa,nz_balance_of_payments,208,0,104,1.0
nz_labor_population_age15_plus_female,nz_labor_stats,203,0,29,1.0
nz_labor_population_age15_plus_male,nz_labor_stats,203,0,29,1.0
nz_labor_population_age15_plus_total,nz_labor_stats,203,0,29,1.0
nz_labor_population_age15to64_female,nz_labor_stats,203,0,29,1.0
nz_labor_population_age15to64_male,nz_labor_stats,203,0,29,1.0
nz_labor_population_age15to64_total,nz_labor_stats,203,0,29,1.0
nz_labor_employment_age15_plus_female,nz_labor_stats,196,0,28,1.0
nz_labor_employment_age15_plus_male,nz_labor_stats,196,0,28,1.0
nz_labor_employment_age15_plus_total,nz_labor_stats,196,0,28,1.0
nz_labor_employment_pop_ratio_age15_plus_female,nz_labor_stats,196,0,28,1.0
nz_labor_employment_pop_ratio_age15_plus_male,nz_labor_stats,196,0,28,1.0
nz_labor_employment_pop_ratio_age15_plus_total,nz_labor_stats,196,0,28,1.0
nz_labor_employment_pop_ratio_gap_age15_plus_male,nz_labor_stats,196,0,28,1.0
nz_labor_labor_force_age15_plus_female,nz_labor_stats,196,0,28,1.0
